raw_data,is_credit,date,amount,comments,bank,source
"24-sep-23 74766513267338470099105 ind*amazon http://www.am in 0.00 1,280.00",0,24-sep-23,1280.0,   sep                            ind amazon http   www am in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
29-sep-23 74332743273327217675384 paytm app noida in 0.00 310.31,0,29-sep-23,310.31,   sep                            paytm app noida in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"29-sep-23 327282132058 upi payment received 0.00 -13,000.00",0,29-sep-23,-13000.0,   sep                 upi payment received                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"30-sep-23 74056633274327334712207 easy trip planners pvtltd delhi in 0.00 9,058.00",0,30-sep-23,9058.0,   sep                            easy trip planners pvtltd delhi in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"30-sep-23 74056633274327334713296 easy trip planners pvtltd delhi in 0.00 8,724.00",0,30-sep-23,8724.0,   sep                            easy trip planners pvtltd delhi in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"30-sep-23 327386923316 upi payment received 0.00 -20,000.00",0,30-sep-23,-20000.0,   sep                 upi payment received                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
08-oct-23 74332743282328116227748 netflix mumbai in 0.00 649.00,0,08-oct-23,649.0,   oct                            netflix mumbai in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
08-oct-23 74766513281340319743176 ind*amazon.in - grocer 0.00 268.43,0,08-oct-23,268.43,   oct                            ind amazon in   grocer            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
08-oct-23 74766513281340319749991 ind*amazon.in - grocer 0.00 240.10,0,08-oct-23,240.1,   oct                            ind amazon in   grocer            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"13-oct-23 74766513286340658116971 ind*amazon http://www.am in 0.00 2,999.00",0,13-oct-23,2999.0,   oct                            ind amazon http   www am in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"14-oct-23 74766513287340716350850 ind*amazon http://www.am in 0.00 -2,999.00",0,14-oct-23,-2999.0,   oct                            ind amazon http   www am in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
15-oct-23 74766513288341789111822 ind*amazon http://www.am in 0.00 99.00,0,15-oct-23,99.0,   oct                            ind amazon http   www am in           ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"15-oct-23 74766513288341789190669 ind*amazon http://www.am in 0.00 17,549.00",0,15-oct-23,17549.0,   oct                            ind amazon http   www am in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
19-oct-23 74332743293329228887152 mahalakshmi service st hyderabad 0.00 707.00,0,19-oct-23,707.0,   oct                            mahalakshmi service st hyderabad            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
20-oct-23 reversal of fuel surcharge 0.00 -7.00,0,20-oct-23,-7.0,   oct    reversal of fuel surcharge           ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"20-oct-23 74766513293341101491152 ind*amazon pgsi http://www.am in 0.00 97,406.12",0,20-oct-23,97406.12,   oct                            ind amazon pgsi http   www am in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
23-oct-23 74766513296342294592209 ind*amazon.in - grocer 0.00 895.00,0,23-oct-23,895.0,   oct                            ind amazon in   grocer            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"23-oct-23 74766513296342294300538 ind*amazon http://www.am in 0.00 1,099.00",0,23-oct-23,1099.0,   oct                            ind amazon http   www am in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"25-oct-23 ind*amazon pgsi http://www.am in 0.00 -97,406.12",0,25-oct-23,-97406.12,   oct    ind amazon pgsi http   www am in                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-oct-23 instant emi offus conversion 0.00 0.00,0,25-oct-23,0.0,   oct    instant emi offus conversion          ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-oct-23 processing fee 199 : 0% 0.00 199.00,0,25-oct-23,199.0,   oct    processing fee                     ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-oct-23 igst-ci@18% 0.00 35.82,0,25-oct-23,35.82,   oct    igst ci               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-oct-23 74766513298342441061759 ind*amazon http://www.am in 0.00 599.00,0,25-oct-23,599.0,   oct                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"25-oct-23 interest amount amortization - <1/6> 0.00 1,297.94",0,25-oct-23,1297.94,   oct    interest amount amortization                      ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"25-oct-23 principal amount amortization - <1/6> 0.00 15,701.89",0,25-oct-23,15701.89,   oct    principal amount amortization                       ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-oct-23 igst-ci@18% 0.00 233.63,0,25-oct-23,233.63,   oct    igst ci                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
26-oct-23 24793383299001128549044 steamgames.com 4259522985 0.00 479.00,0,26-oct-23,479.0,   oct                            steamgames com                       ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
27-oct-23 74766513300342546861596 ind*amazon http://www.am in 0.00 -599.00,0,27-oct-23,-599.0,   oct                            ind amazon http   www am in             ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
30-oct-23 74332743304330373012049 amazon india cybs si mumbai in 0.00 410.40,0,30-oct-23,410.4,   oct                            amazon india cybs si mumbai in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"01-nov-23 74056633306330556706222 agoda company pte ltd mumbai in 0.00 2,888.32",0,01-nov-23,2888.32,   nov                            agoda company pte ltd mumbai in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
02-nov-23 74163263307001443655782 palem organics nature hyderabad 0.00 750.00,0,02-nov-23,750.0,   nov                            palem organics nature hyderabad            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"02-nov-23 74585193307048130728801 avenue e commerce lim k v rangaredd 0.00 1,847.50",0,02-nov-23,1847.5,   nov                            avenue e commerce lim k v rangaredd              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"02-nov-23 367222416910 upi payment received 0.00 -50,000.00",0,02-nov-23,-50000.0,   nov                 upi payment received                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"07-nov-23 74766513311344242823422 ind*amazon http://www.am in 0.00 32,881.00",0,07-nov-23,32881.0,   nov                            ind amazon http   www am in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-nov-23 74332743312331140005175 netflix netflix in 0.00 649.00,0,07-nov-23,649.0,   nov                            netflix netflix in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"10-nov-23 74766513314344425738972 ind*amazon http://www.am in 0.00 1,278.91",0,10-nov-23,1278.91,   nov                            ind amazon http   www am in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"15-nov-23 74766513319345739819940 ind*amazon http://www.am in 0.00 -32,082.00",0,15-nov-23,-32082.0,   nov                            ind amazon http   www am in                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"17-nov-23 74766513321345850742752 ind*amazon http://www.am in 0.00 2,199.00",0,17-nov-23,2199.0,   nov                            ind amazon http   www am in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
21-nov-23 74766513325346090043858 ind*amazon http://www.am in 0.00 -199.00,0,21-nov-23,-199.0,   nov                            ind amazon http   www am in             ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
21-nov-23 74766513325346102822992 bundl technologies p 0.00 211.00,0,21-nov-23,211.0,   nov                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
21-nov-23 74766513325346102748361 bundl technologies p 0.00 260.00,0,21-nov-23,260.0,   nov                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
21-nov-23 74766513325346125910493 bundl technologies p 0.00 190.00,0,21-nov-23,190.0,   nov                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
22-nov-23 74766513326346187311233 bundl technologies p 0.00 329.00,0,22-nov-23,329.0,   nov                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
23-nov-23 74766513327346245890904 bundl technologies p 0.00 306.00,0,23-nov-23,306.0,   nov                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
23-nov-23 74766513327346245562545 bundl technologies p 0.00 411.00,0,23-nov-23,411.0,   nov                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
23-nov-23 74766513327346210081414 ind*amazon http://www.am in 0.00 469.00,0,23-nov-23,469.0,   nov                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"24-nov-23 24021213328004561105603 playstation network sony psn gb 0.00 4,759.00",0,24-nov-23,4759.0,   nov                            playstation network sony psn gb              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
24-nov-23 74766513328346300771634 bundl technologies p 0.00 292.00,0,24-nov-23,292.0,   nov                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
24-nov-23 74056633329332863833221 innovative retail concept bangalore in 0.00 201.76,0,24-nov-23,201.76,   nov                            innovative retail concept bangalore in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"25-nov-23 principal amount amortization - <2/6> 0.00 15,911.12",0,25-nov-23,15911.12,   nov    principal amount amortization                       ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"25-nov-23 interest amount amortization - <2/6> 0.00 1,088.71",0,25-nov-23,1088.71,   nov    interest amount amortization                      ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
26-nov-23 igst-ci@18% 0.00 195.97,0,26-nov-23,195.97,   nov    igst ci                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
26-nov-23 74766513330347412127216 ind*amazon http://www.am in 0.00 649.00,0,26-nov-23,649.0,   nov                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
26-nov-23 74766513330347412068212 ind*amazon http://www.am in 0.00 890.01,0,26-nov-23,890.01,   nov                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
27-nov-23 74766513331347488602539 bundl technologies p 0.00 181.00,0,27-nov-23,181.0,   nov                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
27-nov-23 74766513331347452201631 ind*amazon http://www.am in 0.00 349.00,0,27-nov-23,349.0,   nov                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
28-nov-23 74766513332347544765303 bundl technologies p 0.00 190.00,0,28-nov-23,190.0,   nov                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
29-nov-23 74332743334333324187096 amazon india cybs si mumbai in 0.00 654.55,0,29-nov-23,654.55,   nov                            amazon india cybs si mumbai in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"29-nov-23 74766513333347600864536 ind*amazon.in - grocer 0.00 1,366.00",0,29-nov-23,1366.0,   nov                            ind amazon in   grocer              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
30-nov-23 74766513334347641655223 bundl technologies p 0.00 425.00,0,30-nov-23,425.0,   nov                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
30-nov-23 74056633335333431806626 bundl technologies pvt lt bengaluru 0.00 341.00,0,30-nov-23,341.0,   nov                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
01-dec-23 74766513335347708341666 ind*amazon http://www.am in 0.00 119.00,0,01-dec-23,119.0,   dec                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
01-dec-23 74056633336333539674438 bundl technologies pvt lt bengaluru 0.00 499.00,0,01-dec-23,499.0,   dec                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"02-dec-23 74922123002000122989112 euronet chennai in 0.00 -30,001.00",0,02-dec-23,-30001.0,   dec                            euronet chennai in                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
02-dec-23 74766513336347767944409 bundl technologies p 0.00 302.00,0,02-dec-23,302.0,   dec                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
02-dec-23 74056633337333649864159 bundl technologies pvt lt bengaluru 0.00 179.00,0,02-dec-23,179.0,   dec                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
03-dec-23 74766513337348826704213 ind*amazon recharges 0.00 65.00,0,03-dec-23,65.0,   dec                            ind amazon recharges           ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"03-dec-23 74056633338333757668953 curefit bangalore in 0.00 11,311.85",0,03-dec-23,11311.85,   dec                            curefit bangalore in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
03-dec-23 74056633338333763194473 bundl technologies pvt lt bengaluru 0.00 561.00,0,03-dec-23,561.0,   dec                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
04-dec-23 74766513338348907331182 bundl technologies p 0.00 190.00,0,04-dec-23,190.0,   dec                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-dec-23 igst-ci@18% 0.00 25.43,0,05-dec-23,25.43,   dec    igst ci               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-dec-23 principal amount amortization - <1/12> 0.00 879.64,0,05-dec-23,879.64,   dec    principal amount amortization                     ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-dec-23 interest amount amortization - <1/12> 0.00 141.30,0,05-dec-23,141.3,   dec    interest amount amortization                     ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-dec-23 igst-ci@18% 0.00 35.82,0,05-dec-23,35.82,   dec    igst ci               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-dec-23 instant emi offus conversion 0.00 0.00,0,05-dec-23,0.0,   dec    instant emi offus conversion          ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"05-dec-23 curefit bangalore in 0.00 -11,311.85",0,05-dec-23,-11311.85,   dec    curefit bangalore in                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-dec-23 processing fee 199 : 0% 0.00 199.00,0,05-dec-23,199.0,   dec    processing fee                     ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-dec-23 74766513341348050953829 ind*amazon http://www.am in 0.00 -349.00,0,07-dec-23,-349.0,   dec                            ind amazon http   www am in             ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-dec-23 74332743342334165406413 netflix netflix in 0.00 649.00,0,07-dec-23,649.0,   dec                            netflix netflix in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"08-dec-23 74766513342348110117687 ind*amazon http://www.am in 0.00 18,490.00",0,08-dec-23,18490.0,   dec                            ind amazon http   www am in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"09-dec-23 74922123009000124874604 euronet chennai in 0.00 -30,000.00",0,09-dec-23,-30000.0,   dec                            euronet chennai in                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"09-dec-23 74766513343348179368386 ind*amazon http://www.am in 0.00 22,254.00",0,09-dec-23,22254.0,   dec                            ind amazon http   www am in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"09-dec-23 74766513343348182644849 ind*amazon http://www.am in 0.00 -18,490.00",0,09-dec-23,-18490.0,   dec                            ind amazon http   www am in                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"12-dec-23 74766513346349403765238 ind*amazon http://www.am in 0.00 2,999.00",0,12-dec-23,2999.0,   dec                            ind amazon http   www am in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
14-dec-23 74766513348349505649627 ind*amazon http://www.am in 0.00 -890.01,0,14-dec-23,-890.01,   dec                            ind amazon http   www am in             ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
22-dec-23 74332743357335668586298 mahalakshmi service st hyderabad 0.00 808.00,0,22-dec-23,808.0,   dec                            mahalakshmi service st hyderabad            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
24-dec-23 reversal of fuel surcharge 0.00 -8.00,0,24-dec-23,-8.0,   dec    reversal of fuel surcharge           ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-dec-23 interest amount amortization - <3/6> 0.00 876.69,0,25-dec-23,876.69,   dec    interest amount amortization                    ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-dec-23 igst-ci@18% 0.00 157.80,0,25-dec-23,157.8,   dec    igst ci                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"25-dec-23 principal amount amortization - <3/6> 0.00 16,123.14",0,25-dec-23,16123.14,   dec    principal amount amortization                       ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
30-dec-23 74332743365336454436433 amazon india cybs si mumbai in 0.00 275.50,0,30-dec-23,275.5,   dec                            amazon india cybs si mumbai in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"01-jan-24 400198927651 upi payment received 0.00 -30,000.30",0,01-jan-24,-30000.3,   jan                 upi payment received                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-jan-24 74766514005400981272152 bundl technologies p 0.00 192.00,0,05-jan-24,192.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-jan-24 igst-ci@18% 0.00 23.46,0,05-jan-24,23.46,   jan    igst ci               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-jan-24 principal amount amortization - <2/12> 0.00 890.62,0,05-jan-24,890.62,   jan    principal amount amortization                     ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-jan-24 interest amount amortization - <2/12> 0.00 130.32,0,05-jan-24,130.32,   jan    interest amount amortization                     ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
06-jan-24 74766514006400049720894 bundl technologies p 0.00 252.00,0,06-jan-24,252.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
06-jan-24 74766514006400049757516 bundl technologies p 0.00 192.00,0,06-jan-24,192.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-jan-24 74783844007000152055770 swiggy tech. bangalore in 0.00 -87.00,0,07-jan-24,-87.0,   jan                            swiggy tech  bangalore in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-jan-24 74766514007400114103538 bundl technologies p 0.00 205.00,0,07-jan-24,205.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-jan-24 74056634008400717496812 swiggy banglore in 0.00 290.00,0,07-jan-24,290.0,   jan                            swiggy banglore in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-jan-24 74332744009400704838887 netflix netflix in 0.00 649.00,0,07-jan-24,649.0,   jan                            netflix netflix in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-jan-24 74766514007400087084715 bundl technologies p 0.00 236.00,0,07-jan-24,236.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
08-jan-24 74766514008401175362376 bundl technologies p 0.00 192.00,0,08-jan-24,192.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
09-jan-24 74766514009401217983915 bundl technologies p 0.00 216.00,0,09-jan-24,216.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
09-jan-24 74766514009401239020803 bundl technologies p 0.00 192.00,0,09-jan-24,192.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
11-jan-24 74766514011401341555817 bundl technologies p 0.00 271.00,0,11-jan-24,271.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
11-jan-24 74766514011401361871144 bundl technologies p 0.00 295.00,0,11-jan-24,295.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
12-jan-24 74766514012401423418958 bundl technologies p 0.00 535.00,0,12-jan-24,535.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
12-jan-24 74766514012401397739264 bundl technologies p 0.00 169.00,0,12-jan-24,169.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
13-jan-24 74766514013401498625031 bundl technologies p 0.00 209.00,0,13-jan-24,209.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
13-jan-24 74766514013401495309787 ind*amazon http://www.am in 0.00 264.00,0,13-jan-24,264.0,   jan                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
