raw_data,is_credit,date,amount,comments,bank,source
13-jan-24 74766514013401470154588 bundl technologies p 0.00 192.00,0,13-jan-24,192.0,   jan                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"14-jan-24 74119664014014049291074 raz*service lee technol mumbai in 0.00 3,499.00",0,14-jan-24,3499.0,   jan                            raz service lee technol mumbai in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
14-jan-24 74766514014401528611463 ind*amazon http://www.am in 0.00 -260.00,0,14-jan-24,-260.0,   jan                            ind amazon http   www am in             ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
14-jan-24 74766514014401525064427 ind*amazon http://www.am in 0.00 260.00,0,14-jan-24,260.0,   jan                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"14-jan-24 74766514014401525115237 ind*amazon http://www.am in 0.00 4,176.00",0,14-jan-24,4176.0,   jan                            ind amazon http   www am in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
15-jan-24 74766514015402614443216 ind*amazon http://www.am in 0.00 489.02,0,15-jan-24,489.02,   jan                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
17-jan-24 74332744018401775485094 venkatadri fuel point hyderabad in 0.00 808.00,0,17-jan-24,808.0,   jan                            venkatadri fuel point hyderabad in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
18-jan-24 reversal of fuel surcharge 0.00 -8.00,0,18-jan-24,-8.0,   jan    reversal of fuel surcharge           ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
18-jan-24 74056634019401835018774 bundl technologies pvt lt bengaluru 0.00 309.00,0,18-jan-24,309.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
20-jan-24 74056634021402055804493 bundl technologies pvt lt bengaluru 0.00 247.00,0,20-jan-24,247.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
22-jan-24 74056634023402276888265 bundl technologies pvt lt bengaluru 0.00 284.00,0,22-jan-24,284.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
22-jan-24 74056634023402276878183 bundl technologies pvt lt bengaluru 0.00 191.00,0,22-jan-24,191.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
24-jan-24 74056634025402496612865 bundl technologies pvt lt bengaluru 0.00 309.00,0,24-jan-24,309.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-jan-24 igst-ci@18% 0.00 119.13,0,25-jan-24,119.13,   jan    igst ci                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-jan-24 74766514025403182033809 ind*amazon http://www.am in 0.00 519.00,0,25-jan-24,519.0,   jan                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-jan-24 interest amount amortization - <4/6> 0.00 661.85,0,25-jan-24,661.85,   jan    interest amount amortization                    ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"25-jan-24 principal amount amortization - <4/6> 0.00 16,337.98",0,25-jan-24,16337.98,   jan    principal amount amortization                       ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
26-jan-24 74056634027402618326665 bundl technologies pvt lt bengaluru 0.00 125.00,0,26-jan-24,125.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
26-jan-24 74056634027402618332556 bundl technologies pvt lt bengaluru 0.00 -77.00,0,26-jan-24,-77.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
26-jan-24 74056634027402617006821 bundl technologies pvt lt bengaluru 0.00 795.00,0,26-jan-24,795.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
27-jan-24 74056634028402729579656 bundl technologies pvt lt bengaluru 0.00 307.00,0,27-jan-24,307.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
27-jan-24 74766514027403302690759 ind*amazon.in - grocer 0.00 260.00,0,27-jan-24,260.0,   jan                            ind amazon in   grocer            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
27-jan-24 74056634028402725511711 bundl technologies pvt lt bengaluru 0.00 414.00,0,27-jan-24,414.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"27-jan-24 74766514027403307095004 ind*amazon http://www.am in 0.00 -4,176.00",0,27-jan-24,-4176.0,   jan                            ind amazon http   www am in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
28-jan-24 74766514028403364961600 ind*amazon http://www.am in 0.00 299.62,0,28-jan-24,299.62,   jan                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
28-jan-24 74056634029402840919905 bundl technologies pvt lt bengaluru 0.00 271.00,0,28-jan-24,271.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
29-jan-24 74056634030402952437859 bundl technologies pvt lt bengaluru 0.00 181.00,0,29-jan-24,181.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
29-jan-24 74766514029404426108288 ind*amazon http://www.am in 0.00 308.46,0,29-jan-24,308.46,   jan                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
29-jan-24 74056634030402952437859 bundl technologies pvt lt bengaluru 0.00 181.00,0,29-jan-24,181.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
29-jan-24 74056634030402952437859 bundl technologies pvt lt bengaluru 0.00 -181.00,0,29-jan-24,-181.0,   jan                            bundl technologies pvt lt bengaluru             ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
30-jan-24 74056634031403062384634 bundl technologies pvt lt bengaluru 0.00 190.00,0,30-jan-24,190.0,   jan                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
02-feb-24 74332744034403349758139 venkatadri fuel point hyderabad in 0.00 808.00,0,02-feb-24,808.0,   feb                            venkatadri fuel point hyderabad in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"02-feb-24 439908341588 upi payment received 0.00 -20,000.00",0,02-feb-24,-20000.0,   feb                 upi payment received                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
03-feb-24 74056634035403402046386 bundl technologies pvt lt bengaluru 0.00 227.00,0,03-feb-24,227.0,   feb                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"03-feb-24 74766514034404727608294 ind*amazon.in - grocer 0.00 2,124.00",0,03-feb-24,2124.0,   feb                            ind amazon in   grocer              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
03-feb-24 74766514034404731785815 ind*amazon.in - grocer 0.00 593.00,0,03-feb-24,593.0,   feb                            ind amazon in   grocer            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
04-feb-24 reversal of fuel surcharge 0.00 -8.00,0,04-feb-24,-8.0,   feb    reversal of fuel surcharge           ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-feb-24 interest amount amortization - <3/12> 0.00 119.19,0,05-feb-24,119.19,   feb    interest amount amortization                     ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-feb-24 igst-ci@18% 0.00 21.45,0,05-feb-24,21.45,   feb    igst ci               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-feb-24 principal amount amortization - <3/12> 0.00 901.75,0,05-feb-24,901.75,   feb    principal amount amortization                     ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
06-feb-24 74766514037405942183762 ind*amazon http://www.am in 0.00 139.00,0,06-feb-24,139.0,   feb                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-feb-24 74332744039403820719860 netflix netflix in 0.00 649.00,0,07-feb-24,649.0,   feb                            netflix netflix in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"08-feb-24 74766514039405040929742 ing*flipkart www.flipkart. in 0.00 4,499.00",0,08-feb-24,4499.0,   feb                            ing flipkart www flipkart  in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
08-feb-24 74056634040403959047640 bundl technologies pvt lt bengaluru 0.00 259.00,0,08-feb-24,259.0,   feb                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
09-feb-24 74056634041404072155350 bundl technologies pvt lt bengaluru 0.00 303.00,0,09-feb-24,303.0,   feb                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
10-feb-24 74056634042404183058575 bundl technologies pvt lt bengaluru 0.00 239.00,0,10-feb-24,239.0,   feb                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
10-feb-24 74056634042404182731370 bundl technologies pvt lt bengaluru 0.00 307.00,0,10-feb-24,307.0,   feb                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
15-feb-24 74766514046406509758664 ind*amazon http://www.am in 0.00 399.00,0,15-feb-24,399.0,   feb                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
15-feb-24 74766514046406482471210 ind*amazon http://www.am in 0.00 255.00,0,15-feb-24,255.0,   feb                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
16-feb-24 74056634048404745586281 bundl technologies pvt lt bengaluru 0.00 269.00,0,16-feb-24,269.0,   feb                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
17-feb-24 74766514048406643632492 ind*amazon.in - grocer 0.00 199.00,0,17-feb-24,199.0,   feb                            ind amazon in   grocer            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"17-feb-24 404826255689 upi payment received 0.00 -6,000.00",0,17-feb-24,-6000.0,   feb                 upi payment received               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"19-feb-24 74766514050407761689723 ind*amazon http://www.am in 0.00 1,390.00",0,19-feb-24,1390.0,   feb                            ind amazon http   www am in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
19-feb-24 74056634051405079779594 bundl technologies pvt lt bengaluru 0.00 307.00,0,19-feb-24,307.0,   feb                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"20-feb-24 74766514051407830610154 ind*amazon http://www.am in 0.00 -1,390.00",0,20-feb-24,-1390.0,   feb                            ind amazon http   www am in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
20-feb-24 74332744052405105991199 venkatadri fuel point hyderabad in 0.00 989.44,0,20-feb-24,989.44,   feb                            venkatadri fuel point hyderabad in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
21-feb-24 74766514052407896269407 bundl technologies p 0.00 609.00,0,21-feb-24,609.0,   feb                            bundl technologies p            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
21-feb-24 reversal of fuel surcharge 0.00 -9.80,0,21-feb-24,-9.8,   feb    reversal of fuel surcharge           ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
22-feb-24 74766514053407985823535 swiggy www.swiggy.in in 0.00 307.00,0,22-feb-24,307.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
23-feb-24 74766514054407050838623 swiggy www.swiggy.in in 0.00 488.00,0,23-feb-24,488.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
24-feb-24 74766514055407105990790 swiggy www.swiggy.in in 0.00 428.00,0,24-feb-24,428.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
24-feb-24 74766514055407119758357 swiggy www.swiggy.in in 0.00 307.00,0,24-feb-24,307.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
24-feb-24 74766514055407105988117 swiggy www.swiggy.in in 0.00 899.00,0,24-feb-24,899.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-feb-24 74766514056407196018658 swiggy www.swiggy.in in 0.00 286.00,0,25-feb-24,286.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-feb-24 interest amount amortization - <5/6> 0.00 444.15,0,25-feb-24,444.15,   feb    interest amount amortization                    ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-feb-24 igst-ci@18% 0.00 79.95,0,25-feb-24,79.95,   feb    igst ci               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"25-feb-24 principal amount amortization - <5/6> 0.00 16,555.68",0,25-feb-24,16555.68,   feb    principal amount amortization                       ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
27-feb-24 74766514058408327698689 swiggy www.swiggy.in in 0.00 269.00,0,27-feb-24,269.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
27-feb-24 74766514058408328794396 swiggy www.swiggy.in in 0.00 198.00,0,27-feb-24,198.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
28-feb-24 74766514059408361131679 ind*amazon.in - grocer 0.00 649.00,0,28-feb-24,649.0,   feb                            ind amazon in   grocer            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
28-feb-24 74766514059408389675244 swiggy www.swiggy.in in 0.00 433.00,0,28-feb-24,433.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
29-feb-24 74766514060408428638853 ind*amazon.in - grocer 0.00 -649.00,0,29-feb-24,-649.0,   feb                            ind amazon in   grocer             ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
29-feb-24 74766514060408463752999 swiggy www.swiggy.in in 0.00 367.00,0,29-feb-24,367.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"29-feb-24 24038864061060219493652 vu technologies private mumbai in 0.00 9,000.00",0,29-feb-24,9000.0,   feb                            vu technologies private mumbai in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
29-feb-24 74766514060408463461799 swiggy www.swiggy.in in 0.00 260.00,0,29-feb-24,260.0,   feb                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"29-feb-24 600329022024s97167315 neft payment received 0.00 -30,000.00",0,29-feb-24,-30000.0,   feb                s         neft payment received                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
01-mar-24 74056634062406192724258 bundl technologies pvt lt bengaluru 0.00 324.00,0,01-mar-24,324.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
02-mar-24 74783844062000027410335 swiggy tech. bangalore in 0.00 -16.52,0,02-mar-24,-16.52,   mar                            swiggy tech  bangalore in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
02-mar-24 74056634063406201906879 bundl technologies pvt lt bengaluru 0.00 277.00,0,02-mar-24,277.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
04-mar-24 74056634065406424707516 bundl technologies pvt lt bengaluru 0.00 345.00,0,04-mar-24,345.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-mar-24 igst-ci@18% 0.00 19.43,0,05-mar-24,19.43,   mar    igst ci               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-mar-24 interest amount amortization - <4/12> 0.00 107.93,0,05-mar-24,107.93,   mar    interest amount amortization                     ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
05-mar-24 principal amount amortization - <4/12> 0.00 913.01,0,05-mar-24,913.01,   mar    principal amount amortization                     ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
06-mar-24 74056634067406644561782 bundl technologies pvt lt bengaluru 0.00 307.00,0,06-mar-24,307.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-mar-24 74332744068406745274139 swiggy bengaluru in 0.00 198.00,0,07-mar-24,198.0,   mar                            swiggy bengaluru in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-mar-24 74766514067409970173466 swiggy www.swiggy.in in 0.00 203.00,0,07-mar-24,203.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
07-mar-24 74766514067409970199586 swiggy www.swiggy.in in 0.00 289.00,0,07-mar-24,289.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
08-mar-24 74766514068409043255182 ind*amazon.in - grocer 0.00 439.00,0,08-mar-24,439.0,   mar                            ind amazon in   grocer            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
08-mar-24 74056634069406866502074 bundl technologies pvt lt bengaluru 0.00 216.00,0,08-mar-24,216.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
09-mar-24 74056634070406973112509 bundl technologies pvt lt bengaluru 0.00 231.00,0,09-mar-24,231.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
09-mar-24 74056634070406980100471 bundl technologies pvt lt bengaluru 0.00 203.00,0,09-mar-24,203.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
09-mar-24 74056634070406979826078 bundl technologies pvt lt bengaluru 0.00 307.00,0,09-mar-24,307.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"10-mar-24 74766514070409146708885 ind*amazon http://www.am in 0.00 1,151.00",0,10-mar-24,1151.0,   mar                            ind amazon http   www am in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
14-mar-24 74766514074410448507690 swiggy www.swiggy.in in 0.00 369.00,0,14-mar-24,369.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"15-mar-24 74332744076407551892568 www excitel com gurgaon in 0.00 2,537.00",0,15-mar-24,2537.0,   mar                            www excitel com gurgaon in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
15-mar-24 74056634076407542312061 bundl technologies pvt lt bengaluru 0.00 308.00,0,15-mar-24,308.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
16-mar-24 74056634077407649809166 bundl technologies pvt lt bengaluru 0.00 224.00,0,16-mar-24,224.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"16-mar-24 407675241867 upi payment received 0.00 -3,000.00",0,16-mar-24,-3000.0,   mar                 upi payment received               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
16-mar-24 600316032024s70938917 neft payment received 0.00 -500.00,0,16-mar-24,-500.0,   mar                s         neft payment received             ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"17-mar-24 74783844077000111212855 amazon bangalore in 0.00 -1,000.00",0,17-mar-24,-1000.0,   mar                            amazon bangalore in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"17-mar-24 74922124017000118906105 visa cc payment chennai in 0.00 -1,000.00",0,17-mar-24,-1000.0,   mar                            visa cc payment chennai in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"18-mar-24 600318032024s85347042 neft payment received 0.00 -8,000.00",0,18-mar-24,-8000.0,   mar                s         neft payment received               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"19-mar-24 74056634080407984410294 country delight gurgaon in 0.00 1,500.00",0,19-mar-24,1500.0,   mar                            country delight gurgaon in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"19-mar-24 74332744080407998874751 venkatadri fuel point hyderabad in 0.00 1,047.17",0,19-mar-24,1047.17,   mar                            venkatadri fuel point hyderabad in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
20-mar-24 reversal of fuel surcharge 0.00 -10.37,0,20-mar-24,-10.37,   mar    reversal of fuel surcharge            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
23-mar-24 74766514083411987460563 swiggy www.swiggy.in in 0.00 333.00,0,23-mar-24,333.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
23-mar-24 74766514083411007572017 swiggy www.swiggy.in in 0.00 308.00,0,23-mar-24,308.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
